--lua script
Item = {
n1="铁剑",i1="",
n2="生铁衣(男)",i2="",
n3="生铁衣(女)",i3="",
n4="精铁剑",i4="",
n5="灵巧甲(男)",i5="",
n6="灵巧甲(女)",i6="",
n7="灵巧腰带",i7="",
n8="灵巧战靴",i8="",
n9="猫眼石",i9="",
n10="灵巧盔",i10="",
n11="灵巧项链",i11="",
n12="灵巧护手",i12="",
n13="灵巧戒指",i13="",
n14="蛮力剑",i14="",
n15="蛮力甲(男)",i15="",
n16="蛮力甲(女)",i16="",
n17="蛮力盔",i17="",
n18="蛮力项链",i18="",
n19="蛮力护手",i19="",
n20="蛮力戒指",i20="",
n21="蛮力腰带",i21="",
n22="蛮力战靴",i22="",
n23="红宝石",i23="",
n24="生铁勋章",i24="",
n25="灵巧勋章",i25="",
n26="蛮力勋章",i26="",
n27="元力戒指(废弃)",i27="",
n28="碎骨战刀",i28="",
n29="碎骨战甲(男)",i29="",
n30="碎骨战甲(女)",i30="",
n31="碎骨头盔",i31="",
n32="碎骨项链",i32="",
n33="碎骨手镯",i33="",
n34="碎骨腰带",i34="",
n35="碎骨战靴",i35="",
n36="碎骨宝石",i36="",
n37="碎骨戒指",i37="",
n38="碎骨勋章",i38="",
n39="辉煌法杖(废弃)",i39="由魔法元素凝聚而成的法杖，蕴有浓郁的魔法元素\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n40="辉煌法袍(男)",i40="由魔法元素编织而成的法袍，蕴有浓郁的魔法元素\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n41="辉煌法袍(女)",i41="由魔法元素编织而成的法袍，蕴有浓郁的魔法元素\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n42="辉煌头盔(废弃)",i42="由魔法元素编织而成的头盔，蕴有浓郁的魔法元素\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n43="辉煌项链(废弃)",i43="由魔法元素编织而成的项链，蕴有浓郁的魔法元素\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n44="辉煌手镯(废弃)",i44="由魔法元素编织而成的手镯，蕴有浓郁的魔法元素\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n45="辉煌腰带(废弃)",i45="由魔法元素编织而成的腰带，蕴有浓郁的魔法元素\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n46="辉煌长靴(废弃)",i46="由魔法元素编织而成的长靴，蕴有浓郁的魔法元素\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n47="辉煌宝石(废弃)",i47="由魔法元素编织而成的宝石，蕴有浓郁的魔法元素\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n48="辉煌戒指(废弃)",i48="由魔法元素编织而成的戒指，蕴有浓郁的魔法元素\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n49="辉煌勋章(废弃)",i49="由魔法元素编织而成的勋章，蕴有浓郁的魔法元素\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n50="冰霜之剑(废弃)",i50="冷若冰霜的剑，透露出一股森冷的杀意\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n51="冰霜战衣(男)",i51="冷若冰霜的战衣，透露出一股森冷的杀意\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n52="冰霜战衣(女)",i52="冷若冰霜的战衣，透露出一股森冷的杀意\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n53="冰霜头盔(废弃)",i53="冷若冰霜的头盔，透露出一股森冷的杀意\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n54="冰霜项链(废弃)",i54="冷若冰霜的项链，透露出一股森冷的杀意\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n55="冰霜手镯(废弃)",i55="冷若冰霜的手镯，透露出一股森冷的杀意\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n56="冰霜腰带(废弃)",i56="冷若冰霜的腰带，透露出一股森冷的杀意\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n57="冰霜战鞋(废弃)",i57="冷若冰霜的战鞋，透露出一股森冷的杀意\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n58="冰霜宝石(废弃)",i58="冷若冰霜的宝石，透露出一股森冷的杀意\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n59="冰霜戒指(废弃)",i59="冷若冰霜的戒指，透露出一股森冷的杀意\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n60="冰霜勋章(废弃)",i60="冷若冰霜的勋章，透露出一股森冷的杀意\\<(c0xFF00FF00) “邪恶的洞穴”、“崔凡克”地图的怪物掉落，主线任务奖励\\提示:使用“装备升级石”可在锻造系统处提升至40级>",
n61="苍狼战刀",i61="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)苍狼战刀> 可以合成一个 <(c0xFFFF6600)黄金战刀>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n62="苍狼战甲(男)",i62="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)苍狼战甲(男)> 可以合成一个 <(c0xFFFF6600)黄金战甲(男)>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n63="苍狼战甲(女)",i63="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)苍狼战甲(女)> 可以合成一个 <(c0xFFFF6600)黄金战甲(女)>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n64="苍狼头盔",i64="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)苍狼头盔> 可以合成一个 <(c0xFFFF6600)黄金头盔>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n65="苍狼项链",i65="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)苍狼项链> 可以合成一个 <(c0xFFFF6600)黄金项链>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n66="苍狼手镯",i66="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)苍狼手镯> 可以合成一个 <(c0xFFFF6600)黄金手镯>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n67="苍狼腰带",i67="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)苍狼腰带> 可以合成一个 <(c0xFFFF6600)黄金腰带>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n68="苍狼战靴",i68="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)苍狼战靴> 可以合成一个 <(c0xFFFF6600)黄金战靴>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n69="苍狼宝石",i69="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)苍狼宝石> 可以合成一个 <(c0xFFFF6600)黄金宝石>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n70="苍狼戒指",i70="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)苍狼戒指> 可以合成一个 <(c0xFFFF6600)黄金戒指>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n71="苍狼勋章",i71="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)苍狼勋章> 可以合成一个 <(c0xFFFF6600)黄金勋章>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n72="先驱法杖",i72="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)先驱法杖> 可以合成一个 <(c0xFFFF6600)堕落法杖>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n73="先驱法袍(男)",i73="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)先驱法袍(男)> 可以合成一个 <(c0xFFFF6600)堕落法袍(男)>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n74="先驱法袍(女)",i74="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)先驱法袍(女)> 可以合成一个 <(c0xFFFF6600)堕落法袍(女)>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n75="先驱头盔",i75="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)先驱头盔> 可以合成一个 <(c0xFFFF6600)堕落头盔>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n76="先驱项链",i76="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)先驱项链> 可以合成一个 <(c0xFFFF6600)堕落项链>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n77="先驱手镯",i77="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)先驱手镯> 可以合成一个 <(c0xFFFF6600)堕落手镯>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n78="先驱腰带",i78="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)先驱腰带> 可以合成一个 <(c0xFFFF6600)堕落腰带>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n79="先驱长靴",i79="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)先驱长靴> 可以合成一个 <(c0xFFFF6600)堕落长靴>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n80="先驱宝石",i80="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)先驱宝石> 可以合成一个 <(c0xFFFF6600)堕落宝石>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n81="先驱戒指",i81="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)先驱戒指> 可以合成一个 <(c0xFFFF6600)堕落戒指>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n82="先驱勋章",i82="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)先驱勋章> 可以合成一个 <(c0xFFFF6600)堕落勋章>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n83="撕裂之剑",i83="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)撕裂之剑> 可以合成一个 <(c0xFFFF6600)诅咒之剑>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
n84="撕裂战衣(男)",i84="<(c0xFFFF6600)3> 个 <(c0xFFFF6600)撕裂战衣(男)> 可以合成一个 <(c0xFFFF6600)诅咒战衣(男)>,战力大增\\可在 <(c0xFFFF6600)锻造面板>(快捷键:<(c0xFFFF6600)x>) 中进行升级",
